Code,System,Type 1 Departments,Type 2 Departments,Type 3 Departments,Total Attendances,Attendances < 4 hours (Type 1),Attendances < 4 hours (Type 2),Attendances < 4 hours (Type 3),Total Attendances < 4 hours,Attendances > 4 hours (Type 1),Attendances > 4 hours (Type 2),Attendances > 4 hours (Type 3),Total Attendances > 4 hours,Percentage in 4 hours (all),Percentage in 4 hours (Type 1),Percentage in 4 hours (Type 2),Percentage in 4 hours (Type 3),Emergency Admissions Type 1,Emergency Admissions Type 2,Emergency Admissions Type 3 and 4,Total Emergency Admissions via A&E,Other Emergency Admissions (not via A&E),Total Emergency Admissions,Patients spending >4 hours from decision to admit,Patients spending >12 hours from decision to admit,Month,Percentage_Under_4_Hours,Holiday_Event_Month
QWE,NHS South West London Integrated Care Board,42354.0,314.0,18269.0,60937.0,26589.0,314.0,17808.0,44711.0,15765.0,0.0,461.0,16226.0,0.7337249946666229,0.6277801388298626,1,0.9747659970441732,8561.0,2.0,194.0,8757.0,1341.0,10098.0,3968.0,2295.0,11,73.37249946666229,1
QF7,NHS South Yorkshire Integrated Care Board,46507.0,1140.0,13210.0,60857.0,28609.0,1140.0,12951.0,42700.0,17898.0,0.0,259.0,18157.0,0.7016448395418768,0.6151547078934354,1,0.9803936411809235,14110.0,0.0,484.0,14594.0,5245.0,19839.0,3710.0,185.0,11,70.16448395418769,1
QNC,NHS Staffordshire And Stoke-On-Trent Integrated Care Board,14230.0,450.0,8471.0,23151.0,6352.0,450.0,8190.0,14992.0,7878.0,0.0,281.0,8159.0,0.647574618806963,0.44638088545326776,1,0.9668280014165979,5264.0,0.0,0.0,5264.0,3097.0,8361.0,1958.0,1077.0,11,64.7574618806963,1
QJG,NHS Suffolk And North East Essex Integrated Care Board,21250.0,0.0,15923.0,37173.0,11152.0,0.0,15472.0,26624.0,10098.0,0.0,451.0,10549.0,0.716218760928631,0.5248,-,0.9716761916724236,8459.0,0.0,350.0,8809.0,1341.0,10150.0,2533.0,964.0,11,71.6218760928631,1
QXU,NHS Surrey Heartlands Integrated Care Board,29512.0,0.0,6074.0,35586.0,19425.0,0.0,6032.0,25457.0,10087.0,0.0,42.0,10129.0,0.7153655932108133,0.6582068311195446,-,0.9930852815278235,8526.0,0.0,0.0,8526.0,2521.0,11047.0,2261.0,881.0,11,71.53655932108133,1
QNX,NHS Sussex Integrated Care Board,34319.0,1372.0,28089.0,63780.0,19731.0,1320.0,27309.0,48360.0,14588.0,52.0,780.0,15420.0,0.7582314205079962,0.5749293394329672,0.9620991253644315,0.9722311225034711,11854.0,30.0,51.0,11935.0,2282.0,14217.0,1964.0,950.0,11,75.82314205079962,1
QUA,NHS Black Country Integrated Care Board,45150.0,1139.0,32405.0,78694.0,29001.0,908.0,30973.0,60882.0,16149.0,231.0,1432.0,17812.0,0.7736549165120594,0.6423255813953488,0.797190517998244,0.955809288690017,16342.0,0.0,0.0,16342.0,4739.0,21081.0,6159.0,983.0,11,77.36549165120594,1
QWO,NHS West Yorkshire Integrated Care Board,65992.0,1873.0,23748.0,91613.0,40326.0,1873.0,23085.0,65284.0,25666.0,0.0,663.0,26329.0,0.7126062895003984,0.611074069584192,1,0.9720818595250126,14529.0,0.0,210.0,14739.0,4511.0,19250.0,7937.0,1406.0,11,71.26062895003984,1
QOX,"NHS Bath And North East Somerset, Swindon And Wiltshire Integrated Care Board",19549.0,319.0,12141.0,32009.0,11669.0,319.0,11571.0,23559.0,7880.0,0.0,570.0,8450.0,0.7360117466962417,0.5969103278940099,1,0.9530516431924883,6510.0,0.0,13.0,6523.0,4072.0,10595.0,1733.0,121.0,5,73.60117466962417,1
QHG,"NHS Bedfordshire, Luton And Milton Keynes Integrated Care Board",25956.0,0.0,18788.0,44744.0,15726.0,0.0,18520.0,34246.0,10230.0,0.0,268.0,10498.0,0.765376363311282,0.6058714748035137,-,0.9857355758995103,6767.0,0.0,0.0,6767.0,2766.0,9533.0,604.0,27.0,5,76.5376363311282,1
QHL,NHS Birmingham And Solihull Integrated Care Board,40933.0,384.0,17755.0,59072.0,24280.0,384.0,17736.0,42400.0,16653.0,0.0,19.0,16672.0,0.7177681473456121,0.5931644394498327,1,0.9989298789073501,12045.0,0.0,0.0,12045.0,6100.0,18145.0,4551.0,2196.0,5,71.77681473456121,1
QUY,"NHS Bristol, North Somerset And South Gloucestershire Integrated Care Board",25599.0,2411.0,9036.0,37046.0,16218.0,2245.0,8307.0,26770.0,9381.0,166.0,729.0,10276.0,0.7226151271392323,0.6335403726708074,0.9311489008710079,0.9193227091633466,8191.0,9.0,0.0,8200.0,3490.0,11690.0,2500.0,538.0,5,72.26151271392322,1
QU9,"NHS Buckinghamshire, Oxfordshire And Berkshire West Integrated Care Board",37598.0,5355.0,14714.0,57667.0,24485.0,5323.0,13985.0,43793.0,13113.0,32.0,729.0,13874.0,0.7594117953075415,0.6512314484813022,0.9940242763772176,0.9504553486475465,11154.0,953.0,63.0,12170.0,7506.0,19676.0,1895.0,149.0,5,75.94117953075416,1
QUE,NHS Cambridgeshire And Peterborough Integrated Care Board,25420.0,0.0,12542.0,37962.0,13553.0,0.0,11734.0,25287.0,11867.0,0.0,808.0,12675.0,0.6661134819029556,0.5331628638867034,-,0.9355764630840376,6331.0,0.0,146.0,6477.0,2060.0,8537.0,2443.0,1419.0,5,66.61134819029556,1
QYG,NHS Cheshire And Merseyside Integrated Care Board,75370.0,3327.0,50116.0,128813.0,40395.0,2987.0,48215.0,91597.0,34975.0,340.0,1901.0,37216.0,0.7110850612903977,0.5359559506434921,0.8978058310790502,0.9620680022348153,23000.0,130.0,0.0,23130.0,8401.0,31531.0,10139.0,4612.0,5,71.10850612903977,1
QT6,NHS Cornwall And The Isles Of Scilly Integrated Care Board,6719.0,0.0,13370.0,20089.0,2678.0,0.0,12588.0,15266.0,4041.0,0.0,782.0,4823.0,0.7599183632833889,0.3985712159547552,-,0.9415108451757667,2250.0,0.0,56.0,2306.0,1290.0,3596.0,982.0,476.0,5,75.99183632833889,1
QWU,NHS Coventry And Warwickshire Integrated Care Board,28059.0,1831.0,10275.0,40165.0,17517.0,1750.0,9926.0,29193.0,10542.0,81.0,349.0,10972.0,0.7268268392879372,0.6242916711215653,0.9557618787547788,0.9660340632603406,6382.0,111.0,85.0,6578.0,2601.0,9179.0,1410.0,183.0,5,72.68268392879372,1
QHM,NHS North East And North Cumbria Integrated Care Board,77348.0,2932.0,69379.0,149659.0,44178.0,2711.0,68229.0,115118.0,33170.0,221.0,1150.0,34541.0,0.7692019858478274,0.5711589181362156,0.92462482946794,0.9834243791348968,26326.0,40.0,718.0,27084.0,11830.0,38914.0,6427.0,717.0,5,76.92019858478274,1
QJK,NHS Devon Integrated Care Board,30599.0,138.0,15334.0,46071.0,17263.0,138.0,14905.0,32306.0,13336.0,0.0,429.0,13765.0,0.7012220268715678,0.5641687636850877,1,0.9720229555236729,9282.0,0.0,0.0,9282.0,4751.0,14033.0,3046.0,762.0,5,70.12220268715677,1
QVV,NHS Dorset Integrated Care Board,18707.0,0.0,10099.0,28806.0,11463.0,0.0,10091.0,21554.0,7244.0,0.0,8.0,7252.0,0.7482468930084011,0.6127652750307372,-,0.9992078423606298,6072.0,4.0,4.0,6080.0,3128.0,9208.0,1398.0,218.0,5,74.8246893008401,1
QMF,NHS North East London Integrated Care Board,50089.0,3390.0,38669.0,92148.0,29690.0,2958.0,36330.0,68978.0,20399.0,432.0,2339.0,23170.0,0.7485566697052568,0.5927449140529857,0.8725663716814159,0.9395122708112441,15073.0,0.0,0.0,15073.0,2072.0,17145.0,3912.0,1790.0,5,74.85566697052568,1
QNQ,NHS Frimley Integrated Care Board,23846.0,918.0,11696.0,36460.0,13845.0,917.0,11605.0,26367.0,10001.0,1.0,91.0,10093.0,0.7231760833790455,0.5806005200033548,0.9989106753812637,0.992219562243502,6175.0,0.0,0.0,6175.0,286.0,6461.0,2456.0,227.0,5,72.31760833790455,1
QR1,NHS Gloucestershire Integrated Care Board,13552.0,0.0,8164.0,21716.0,7930.0,0.0,8118.0,16048.0,5622.0,0.0,46.0,5668.0,0.7389942899244797,0.5851534828807556,-,0.9943655071043606,2733.0,0.0,0.0,2733.0,1813.0,4546.0,1051.0,698.0,5,73.89942899244797,1
QOP,NHS Greater Manchester Integrated Care Board,89493.0,3738.0,36964.0,130195.0,47313.0,3612.0,35289.0,86214.0,42180.0,126.0,1675.0,43981.0,0.6621913283920273,0.5286782206429553,0.9662921348314607,0.9546856400822422,22520.0,168.0,739.0,23427.0,6161.0,29588.0,11313.0,3004.0,5,66.21913283920273,1
QRL,NHS Hampshire And Isle Of Wight Integrated Care Board,41883.0,2217.0,25112.0,69212.0,25326.0,2112.0,24465.0,51903.0,16557.0,105.0,647.0,17309.0,0.7499133098306652,0.6046844781892414,0.952638700947226,0.9742354252946799,13284.0,22.0,0.0,13306.0,5614.0,18920.0,2784.0,77.0,5,74.99133098306652,1
QE1,NHS Lancashire And South Cumbria Integrated Care Board,45953.0,0.0,33978.0,79931.0,29281.0,0.0,32957.0,62238.0,16672.0,0.0,1021.0,17693.0,0.7786465826775594,0.637194524840598,-,0.9699511448584378,12061.0,0.0,248.0,12309.0,5625.0,17934.0,5263.0,2728.0,5,77.86465826775594,1
QGH,NHS Herefordshire And Worcestershire Integrated Care Board,20147.0,1179.0,6409.0,27735.0,10931.0,1179.0,6368.0,18478.0,9216.0,0.0,41.0,9257.0,0.6662340003605552,0.5425621680647242,1,0.9936027461382431,5782.0,0.0,0.0,5782.0,2169.0,7951.0,2009.0,589.0,5,66.62340003605553,1
QM7,NHS Hertfordshire And West Essex Integrated Care Board,26492.0,0.0,23205.0,49697.0,13979.0,0.0,22532.0,36511.0,12513.0,0.0,673.0,13186.0,0.7346721130048092,0.5276687301826967,-,0.9709976298211592,9506.0,0.0,83.0,9589.0,1231.0,10820.0,1731.0,199.0,5,73.46721130048091,1
QOQ,NHS Humber And North Yorkshire Integrated Care Board,35488.0,398.0,32473.0,68359.0,17559.0,398.0,29784.0,47741.0,17929.0,0.0,2689.0,20618.0,0.6983864597200076,0.4947869702434626,1,0.9171927447417855,14339.0,6.0,0.0,14345.0,4104.0,18449.0,4878.0,2076.0,5,69.83864597200076,1
QJ2,NHS Derby And Derbyshire Integrated Care Board,30400.0,0.0,22474.0,52874.0,17991.0,0.0,22067.0,40058.0,12409.0,0.0,407.0,12816.0,0.7576124371146499,0.5918092105263157,-,0.9818901842128682,7082.0,0.0,218.0,7300.0,3276.0,10576.0,2779.0,1023.0,5,75.76124371146499,1
QKS,NHS Kent And Medway Integrated Care Board,54120.0,0.0,43572.0,97692.0,38568.0,0.0,42131.0,80699.0,15552.0,0.0,1441.0,16993.0,0.8260553576546698,0.7126385809312639,-,0.9669283025796384,14503.0,0.0,569.0,15072.0,3549.0,18621.0,4508.0,1893.0,5,82.60553576546698,1
QK1,"NHS Leicester, Leicestershire And Rutland Integrated Care Board",23188.0,2043.0,14012.0,39243.0,13488.0,1976.0,13976.0,29440.0,9700.0,67.0,36.0,9803.0,0.750197487449991,0.5816801794031395,0.9672050905531082,0.9974307736226092,6356.0,4.0,0.0,6360.0,3505.0,9865.0,2065.0,520.0,5,75.0197487449991,1
QJM,NHS Lincolnshire Integrated Care Board,10458.0,0.0,20384.0,30842.0,3344.0,0.0,18751.0,22095.0,7114.0,0.0,1633.0,8747.0,0.716393230011024,0.3197552113214764,-,0.919888147566719,4164.0,0.0,0.0,4164.0,1278.0,5442.0,2231.0,1103.0,5,71.6393230011024,1
QH8,NHS Mid And South Essex Integrated Care Board,31659.0,0.0,6198.0,37857.0,22646.0,0.0,6038.0,28684.0,9013.0,0.0,160.0,9173.0,0.7576934252582085,0.7153100224264822,-,0.9741852210390448,9443.0,0.0,249.0,9692.0,1307.0,10999.0,2940.0,11.0,5,75.76934252582085,1
QMM,NHS Norfolk And Waveney Integrated Care Board,27443.0,0.0,11958.0,39401.0,17855.0,0.0,11958.0,29813.0,9588.0,0.0,0.0,9588.0,0.7566559224385168,0.6506212877600845,-,1.0,6782.0,0.0,0.0,6782.0,2783.0,9565.0,2353.0,626.0,5,75.66559224385168,1
QMJ,NHS North Central London Integrated Care Board,50838.0,6617.0,17216.0,74671.0,30041.0,6459.0,15657.0,52157.0,20797.0,158.0,1559.0,22514.0,0.6984907125925728,0.5909162437546717,0.9761221097173945,0.9094447026022305,8204.0,5.0,0.0,8209.0,1244.0,9453.0,4364.0,2322.0,5,69.84907125925727,1
QRV,NHS North West London Integrated Care Board,53592.0,3980.0,50840.0,108412.0,32662.0,3941.0,49279.0,85882.0,20930.0,39.0,1561.0,22530.0,0.7921816773050954,0.6094566353187043,0.9902010050251256,0.9692958300550747,16487.0,0.0,0.0,16487.0,2128.0,18615.0,3265.0,614.0,5,79.21816773050953,1
QPM,NHS Northamptonshire Integrated Care Board,22797.0,618.0,11893.0,35308.0,15160.0,605.0,11702.0,27467.0,7637.0,13.0,191.0,7841.0,0.7779256825648578,0.6649997806728956,0.9789644012944984,0.983940132851257,4031.0,0.0,0.0,4031.0,1361.0,5392.0,2562.0,770.0,5,77.79256825648578,1
QT1,NHS Nottingham And Nottinghamshire Integrated Care Board,28859.0,1970.0,12115.0,42944.0,16284.0,1891.0,11424.0,29599.0,12575.0,79.0,691.0,13345.0,0.6892464605067065,0.5642607158945216,0.9598984771573604,0.9429632686751961,8221.0,0.0,0.0,8221.0,4371.0,12592.0,2040.0,527.0,5,68.92464605067065,1
QKK,NHS South East London Integrated Care Board,41671.0,765.0,43027.0,85463.0,22707.0,759.0,39098.0,62564.0,18964.0,6.0,3929.0,22899.0,0.732059487731533,0.5449113292217609,0.9921568627450981,0.9086852441490227,8662.0,0.0,0.0,8662.0,2219.0,10881.0,4500.0,1481.0,5,73.2059487731533,1
QOC,"NHS Shropshire, Telford And Wrekin Integrated Care Board",11073.0,0.0,6274.0,17347.0,4367.0,0.0,5880.0,10247.0,6706.0,0.0,394.0,7100.0,0.5907073269153168,0.3943827327734128,-,0.9372011475932419,2944.0,0.0,136.0,3080.0,2214.0,5294.0,1255.0,790.0,5,59.07073269153168,1
QSL,NHS Somerset Integrated Care Board,13492.0,0.0,10412.0,23904.0,8435.0,0.0,10130.0,18565.0,5057.0,0.0,282.0,5339.0,0.7766482597054887,0.6251852949896235,-,0.972915866308106,3273.0,0.0,0.0,3273.0,2154.0,5427.0,338.0,5.0,5,77.66482597054886,1
QWE,NHS South West London Integrated Care Board,43154.0,305.0,19252.0,62711.0,28385.0,304.0,18798.0,47487.0,14769.0,1.0,454.0,15224.0,0.7572355727065427,0.6577605783936599,0.9967213114754099,0.9764180344899231,7841.0,4.0,209.0,8054.0,1788.0,9842.0,3839.0,2529.0,5,75.72355727065427,1
QF7,NHS South Yorkshire Integrated Care Board,47452.0,1201.0,13468.0,62121.0,31029.0,1201.0,13122.0,45352.0,16423.0,0.0,346.0,16769.0,0.7300590782505111,0.6539028913428306,1,0.9743094743094743,14870.0,0.0,390.0,15260.0,5268.0,20528.0,3367.0,210.0,5,73.00590782505111,1
QNC,NHS Staffordshire And Stoke-On-Trent Integrated Care Board,14821.0,469.0,10256.0,25546.0,7712.0,469.0,10073.0,18254.0,7109.0,0.0,183.0,7292.0,0.7145541376340718,0.5203427568989947,1,0.9821567862714509,5701.0,0.0,0.0,5701.0,3368.0,9069.0,1893.0,701.0,5,71.45541376340718,1
QJG,NHS Suffolk And North East Essex Integrated Care Board,24327.0,0.0,13926.0,38253.0,14633.0,0.0,13712.0,28345.0,9694.0,0.0,214.0,9908.0,0.7409876349567355,0.601512722489415,-,0.9846330604624444,8475.0,0.0,363.0,8838.0,1583.0,10421.0,2675.0,870.0,5,74.09876349567355,1
QXU,NHS Surrey Heartlands Integrated Care Board,28660.0,0.0,6401.0,35061.0,19151.0,0.0,6140.0,25291.0,9509.0,0.0,261.0,9770.0,0.7213428025441374,0.6682135380321005,-,0.959225121074832,8735.0,0.0,0.0,8735.0,2262.0,10997.0,2502.0,766.0,5,72.13428025441374,1
QNX,NHS Sussex Integrated Care Board,35886.0,1519.0,30806.0,68211.0,21750.0,1441.0,29701.0,52892.0,14136.0,78.0,1105.0,15319.0,0.7754174546627377,0.6060859388062197,0.9486504279131007,0.9641303642147634,11665.0,34.0,53.0,11752.0,2783.0,14535.0,3130.0,1320.0,5,77.54174546627377,1
QUA,NHS Black Country Integrated Care Board,50341.0,984.0,31981.0,83306.0,32717.0,892.0,31047.0,64656.0,17624.0,92.0,934.0,18650.0,0.7761265695148009,0.6499076299636479,0.9065040650406504,0.9707951596260279,16256.0,0.0,0.0,16256.0,4311.0,20567.0,6375.0,856.0,5,77.61265695148009,1
QWO,NHS West Yorkshire Integrated Care Board,69690.0,2238.0,25641.0,97569.0,44722.0,2238.0,25033.0,71993.0,24968.0,0.0,608.0,25576.0,0.7378675603931577,0.6417276510259722,1,0.9762879762879763,14678.0,0.0,216.0,14894.0,4667.0,19561.0,7264.0,812.0,5,73.78675603931578,1
QOX,"NHS Bath And North East Somerset, Swindon And Wiltshire Integrated Care Board",19390.0,376.0,10742.0,30508.0,10968.0,376.0,10285.0,21629.0,8422.0,0.0,457.0,8879.0,0.7089615838468598,0.5656523981433729,1,0.9574567119716999,6525.0,0.0,12.0,6537.0,4115.0,10652.0,2302.0,394.0,10,70.89615838468598,0
QHG,"NHS Bedfordshire, Luton And Milton Keynes Integrated Care Board",25997.0,0.0,17074.0,43071.0,15495.0,0.0,16947.0,32442.0,10502.0,0.0,127.0,10629.0,0.7532214250888069,0.5960303111897527,-,0.9925617898559213,6874.0,0.0,0.0,6874.0,2800.0,9674.0,888.0,49.0,10,75.32214250888069,0
QHL,NHS Birmingham And Solihull Integrated Care Board,40832.0,336.0,17500.0,58668.0,26038.0,336.0,17477.0,43851.0,14794.0,0.0,23.0,14817.0,0.7474432399263653,0.6376861285266457,1,0.9986857142857143,12620.0,0.0,0.0,12620.0,7294.0,19914.0,4466.0,2232.0,10,74.74432399263652,0
QUY,"NHS Bristol, North Somerset And South Gloucestershire Integrated Care Board",25414.0,2388.0,8873.0,36675.0,15589.0,2156.0,8316.0,26061.0,9825.0,232.0,557.0,10614.0,0.7105930470347648,0.6134020618556701,0.9028475711892797,0.9372252902062437,8708.0,12.0,0.0,8720.0,3618.0,12338.0,2771.0,859.0,10,71.05930470347647,0
QU9,"NHS Buckinghamshire, Oxfordshire And Berkshire West Integrated Care Board",38400.0,5527.0,15317.0,59244.0,23504.0,5506.0,14562.0,43572.0,14896.0,21.0,755.0,15672.0,0.735466882722301,0.6120833333333333,0.9962004704179482,0.9507083632565124,11215.0,922.0,37.0,12174.0,7284.0,19458.0,2156.0,347.0,10,73.5466882722301,0
QUE,NHS Cambridgeshire And Peterborough Integrated Care Board,26761.0,0.0,10874.0,37635.0,14625.0,0.0,10525.0,25150.0,12136.0,0.0,349.0,12485.0,0.6682609273282848,0.5465042412465901,-,0.9679050947213537,6672.0,0.0,56.0,6728.0,1923.0,8651.0,2612.0,1420.0,10,66.82609273282849,0
QYG,NHS Cheshire And Merseyside Integrated Care Board,73228.0,3424.0,51971.0,128623.0,39297.0,3197.0,50499.0,92993.0,33931.0,227.0,1472.0,35630.0,0.7229888900118953,0.5366389905500628,0.9337032710280374,0.9716765119008678,22839.0,113.0,7.0,22959.0,9804.0,32763.0,9589.0,4740.0,10,72.29888900118952,0
QT6,NHS Cornwall And The Isles Of Scilly Integrated Care Board,6319.0,0.0,11920.0,18239.0,2429.0,0.0,11065.0,13494.0,3890.0,0.0,855.0,4745.0,0.7398431931575196,0.3843962652318405,-,0.9282718120805369,2354.0,0.0,53.0,2407.0,1374.0,3781.0,1254.0,689.0,10,73.98431931575196,0
QWU,NHS Coventry And Warwickshire Integrated Care Board,27897.0,837.0,8591.0,37325.0,16418.0,680.0,8333.0,25431.0,11479.0,157.0,258.0,11894.0,0.6813395847287341,0.5885220633042979,0.8124253285543608,0.9699685717611454,5492.0,33.0,128.0,5653.0,1636.0,7289.0,1486.0,420.0,10,68.13395847287342,0
QHM,NHS North East And North Cumbria Integrated Care Board,79070.0,2955.0,66001.0,148026.0,44726.0,2754.0,64779.0,112259.0,34344.0,201.0,1222.0,35767.0,0.7583735289746396,0.5656506892626786,0.9319796954314721,0.9814851290131967,25611.0,23.0,724.0,26358.0,11479.0,37837.0,7367.0,821.0,10,75.83735289746396,0
QJK,NHS Devon Integrated Care Board,29765.0,154.0,15008.0,44927.0,16285.0,154.0,14816.0,31255.0,13480.0,0.0,192.0,13672.0,0.6956841097780845,0.5471190996136401,1,0.9872068230277186,9128.0,0.0,0.0,9128.0,5022.0,14150.0,3662.0,976.0,10,69.56841097780845,0
QVV,NHS Dorset Integrated Care Board,18104.0,0.0,8904.0,27008.0,10836.0,0.0,8902.0,19738.0,7268.0,0.0,2.0,7270.0,0.7308204976303317,0.598541758727353,-,0.9997753818508536,6068.0,4.0,2.0,6074.0,3043.0,9117.0,1366.0,255.0,10,73.08204976303317,0
QMF,NHS North East London Integrated Care Board,51097.0,3398.0,36973.0,91468.0,30875.0,3031.0,35491.0,69397.0,20222.0,367.0,1482.0,22071.0,0.758702497048148,0.6042429105426933,0.8919952913478517,0.9599166959673275,14666.0,1.0,48.0,14715.0,1919.0,16634.0,4161.0,1978.0,10,75.8702497048148,0
QNQ,NHS Frimley Integrated Care Board,23210.0,1062.0,11372.0,35644.0,11918.0,1061.0,11237.0,24216.0,11292.0,1.0,135.0,11428.0,0.6793850297385254,0.5134855665661353,0.9990583804143126,0.9881287372493844,6400.0,0.0,0.0,6400.0,108.0,6508.0,2277.0,259.0,10,67.93850297385255,0
QR1,NHS Gloucestershire Integrated Care Board,13329.0,0.0,8140.0,21469.0,8122.0,0.0,8099.0,16221.0,5207.0,0.0,41.0,5248.0,0.7555545204713774,0.6093480381123866,-,0.994963144963145,2666.0,0.0,0.0,2666.0,2335.0,5001.0,982.0,597.0,10,75.55545204713773,0
QOP,NHS Greater Manchester Integrated Care Board,90083.0,3477.0,35174.0,128734.0,48427.0,3382.0,33753.0,85562.0,41656.0,95.0,1421.0,43172.0,0.6646418195659266,0.5375820077040063,0.9726775956284153,0.959600841530676,23011.0,136.0,726.0,23873.0,6141.0,30014.0,12017.0,3472.0,10,66.46418195659265,0
QRL,NHS Hampshire And Isle Of Wight Integrated Care Board,41560.0,2429.0,23121.0,67110.0,23717.0,2296.0,22781.0,48794.0,17843.0,133.0,340.0,18316.0,0.7270749515720459,0.5706689124157844,0.9452449567723343,0.9852947536871243,13061.0,9.0,2.0,13072.0,5919.0,18991.0,2771.0,291.0,10,72.70749515720459,0
QE1,NHS Lancashire And South Cumbria Integrated Care Board,44313.0,0.0,31245.0,75558.0,27442.0,0.0,30317.0,57759.0,16871.0,0.0,928.0,17799.0,0.7644326212975463,0.6192765102791505,-,0.9702992478796607,13204.0,0.0,189.0,13393.0,5556.0,18949.0,5211.0,2696.0,10,76.44326212975463,0
QGH,NHS Herefordshire And Worcestershire Integrated Care Board,19787.0,1155.0,5911.0,26853.0,10539.0,1155.0,5839.0,17533.0,9248.0,0.0,72.0,9320.0,0.6529251852679403,0.5326224288674383,1,0.9878193199120284,4764.0,0.0,0.0,4764.0,1095.0,5859.0,2002.0,757.0,10,65.29251852679403,0
QM7,NHS Hertfordshire And West Essex Integrated Care Board,26425.0,0.0,22126.0,48551.0,12933.0,0.0,21728.0,34661.0,13492.0,0.0,398.0,13890.0,0.713909085291755,0.4894228949858089,-,0.982012112446895,10226.0,0.0,76.0,10302.0,1293.0,11595.0,2007.0,305.0,10,71.3909085291755,0
QOQ,NHS Humber And North Yorkshire Integrated Care Board,35563.0,397.0,29819.0,65779.0,16953.0,397.0,29047.0,46397.0,18610.0,0.0,772.0,19382.0,0.705346691193238,0.4767033152433709,1,0.9741104664811027,15255.0,0.0,0.0,15255.0,4796.0,20051.0,5286.0,2271.0,10,70.5346691193238,0
QJ2,NHS Derby And Derbyshire Integrated Care Board,29979.0,0.0,25806.0,55785.0,15846.0,0.0,25433.0,41279.0,14133.0,0.0,373.0,14506.0,0.7399659406650533,0.5285699989992995,-,0.9855459970549485,7114.0,0.0,267.0,7381.0,2724.0,10105.0,3473.0,1308.0,10,73.99659406650532,0
QKS,NHS Kent And Medway Integrated Care Board,53749.0,0.0,47686.0,101435.0,36666.0,0.0,46668.0,83334.0,17083.0,0.0,1018.0,18101.0,0.8215507467836546,0.6821708310852295,-,0.9786520152665352,13283.0,0.0,545.0,13828.0,2548.0,16376.0,4634.0,2200.0,10,82.15507467836545,0
QK1,"NHS Leicester, Leicestershire And Rutland Integrated Care Board",22203.0,1913.0,14043.0,38159.0,12578.0,1739.0,14012.0,28329.0,9625.0,174.0,31.0,9830.0,0.7423936685971855,0.5665000225194794,0.9090433873497125,0.9977924944812362,6432.0,2.0,0.0,6434.0,3643.0,10077.0,2595.0,1105.0,10,74.23936685971854,0
QJM,NHS Lincolnshire Integrated Care Board,10357.0,0.0,18683.0,29040.0,4064.0,0.0,17136.0,21200.0,6293.0,0.0,1547.0,7840.0,0.7300275482093664,0.3923916191947475,-,0.9171974522292994,4476.0,0.0,0.0,4476.0,1082.0,5558.0,2194.0,1171.0,10,73.00275482093664,0
QH8,NHS Mid And South Essex Integrated Care Board,31187.0,0.0,5671.0,36858.0,20535.0,0.0,5397.0,25932.0,10652.0,0.0,274.0,10926.0,0.7035650333713169,0.6584474300189181,-,0.9516840063480868,9034.0,0.0,228.0,9262.0,1274.0,10536.0,3230.0,40.0,10,70.3565033371317,0
QMM,NHS Norfolk And Waveney Integrated Care Board,26898.0,0.0,11051.0,37949.0,16594.0,0.0,11049.0,27643.0,10304.0,0.0,2.0,10306.0,0.7284249914358745,0.6169231913153395,-,0.9998190209030857,6458.0,0.0,0.0,6458.0,2590.0,9048.0,2903.0,845.0,10,72.84249914358745,0
QMJ,NHS North Central London Integrated Care Board,50008.0,6040.0,15843.0,71891.0,32231.0,5990.0,15092.0,53313.0,17777.0,50.0,751.0,18578.0,0.7415810045763725,0.644516877299632,0.9917218543046358,0.952597361610806,8365.0,4.0,157.0,8526.0,1281.0,9807.0,4309.0,2202.0,10,74.15810045763726,0
QRV,NHS North West London Integrated Care Board,52644.0,3848.0,49465.0,105957.0,30370.0,3827.0,48345.0,82542.0,22274.0,21.0,1120.0,23415.0,0.7790141283728305,0.5768938530506801,0.9945426195426196,0.9773577276862428,15540.0,1.0,0.0,15541.0,2025.0,17566.0,4215.0,1220.0,10,77.90141283728305,0
QPM,NHS Northamptonshire Integrated Care Board,22098.0,541.0,10942.0,33581.0,13833.0,535.0,10702.0,25070.0,8265.0,6.0,240.0,8511.0,0.7465531103898038,0.6259842519685039,0.988909426987061,0.9780661670626942,3966.0,0.0,0.0,3966.0,1533.0,5499.0,2731.0,804.0,10,74.65531103898037,0
QT1,NHS Nottingham And Nottinghamshire Integrated Care Board,27836.0,1792.0,12046.0,41674.0,13767.0,1554.0,11389.0,26710.0,14069.0,238.0,657.0,14964.0,0.6409271968133609,0.4945753700244288,0.8671875,0.9454590735513864,8527.0,0.0,0.0,8527.0,4858.0,13385.0,2049.0,631.0,10,64.09271968133609,0
QKK,NHS South East London Integrated Care Board,41123.0,763.0,36588.0,78474.0,21157.0,696.0,33978.0,55831.0,19966.0,67.0,2610.0,22643.0,0.7114585722659734,0.5144809474016974,0.9121887287024901,0.9286651361102001,10281.0,0.0,0.0,10281.0,2073.0,12354.0,4928.0,1706.0,10,71.14585722659734,0
QOC,"NHS Shropshire, Telford And Wrekin Integrated Care Board",10608.0,0.0,5569.0,16177.0,4607.0,0.0,5313.0,9920.0,6001.0,0.0,256.0,6257.0,0.613216294739445,0.4342948717948718,-,0.9540312443885797,3261.0,0.0,208.0,3469.0,2298.0,5767.0,1521.0,1060.0,10,61.3216294739445,0
